id,turns,victory_status,winner,white_id,white_rating,black_id,black_rating
wp7mJz7C,51,mate,white,richardparcker,1487,yotastrejos,1424
x894oOrb,36,resign,black,yotastrejos,1434,richardparcker,1478
lpbSuSid,93,resign,white,korsakov,1384,yotastrejos,1446
uh6W9T0e,93,resign,white,chessvictory,1555,yotastrejos,1454
XmiEewLr,36,mate,black,yotastrejos,1461,auygurbalik,1334
BRJEylSP,65,resign,white,aleph00,1833,yotastrejos,1461
IpKibsWt,70,resign,black,yotastrejos,1461,aleph00,1833
TDnQbBu3,67,resign,white,aleph00,1833,yotastrejos,1461
50qxvBuq,100,resign,black,carpiov_14,1512,yotastrejos,1448
5k3AQrB7,19,resign,white,yotastrejos,1434,carpiov_14,1526
VzwNOnKd,86,mate,black,quan7,1436,yotastrejos,1423
0Q70Mij3,68,resign,black,yotastrejos,1433,remy_ulloa,1457
sA64tKgV,68,outoftime,black,yotastrejos,1444,n1ku,1443
eOMiyikf,41,mate,white,n1ku,1432,yotastrejos,1456
BZu7GBDs,56,mate,black,yotastrejos,1462,dinklebergus,1637
56TqjWHg,103,outoftime,white,aleph00,1833,yotastrejos,1452
Un8GanmM,65,mate,white,yotastrejos,1452,elias31,1433
btBAkEvp,47,mate,white,yotastrejos,1442,krillywilly,1452
0ziGdYr9,80,mate,black,bergamasco,1428,yotastrejos,1431
6KxoCQso,37,resign,white,aleph00,1833,yotastrejos,1431
H5c8W8kt,74,resign,black,prezojr,1500,nur0c,1317
z2Bzk4zC,64,resign,black,nur0c,1317,prezojr,1500
WLsc1idb,80,outoftime,black,antonchess29,1241,nur0c,1280
QywekGhH,188,mate,black,theintroverted,1607,nur0c,1280
B54VXdF1,58,resign,white,nur0c,1280,theintroverted,1607
YXHjb0jL,60,resign,black,nur0c,1330,schwiftysam,1306
zzL3hSsQ,71,outoftime,white,howchessyt,1163,checkingball,1318
K9BtBxfT,50,resign,white,howchessyt,1163,gymhgy,1617
p1osYkRb,15,resign,white,gymhgy,1617,howchessyt,1163
zpRypxOK,7,resign,white,spearlarry,1342,howchessyt,1170
Fy2HWpUR,58,mate,black,howchessyt,1177,architpatel,1316
1taNrG0Q,37,resign,black,howchessyt,1180,brianzalcolica,1518
WT6UfivG,22,mate,black,partiallyundead,1193,howchessyt,1180
LmNOcw1Y,32,resign,black,howchessyt,1180,partiallyundead,1193
ZVOehQqd,16,resign,black,partiallyundead,1193,howchessyt,1180
iUprRN5Y,22,resign,black,howchessyt,1180,partiallyundead,1193
FqzDHBew,3,resign,white,partiallyundead,1183,howchessyt,1191
LHacUHGg,55,mate,white,howchessyt,1180,partiallyundead,1193
sbGsGLs9,25,mate,white,karong,1354,howchessyt,1186
QOEFbpiQ,2,resign,white,julioparra,1286,howchessyt,1198
gK53LoyH,14,resign,black,howchessyt,1198,julioparra,1286
nP5QbZCT,13,resign,white,julioparra,1286,howchessyt,1198
7tuTij22,13,mate,white,howchessyt,1198,elreyrafa,1500
OKNsi5Ly,50,resign,black,howchessyt,1206,brotback,1311
RnLZXiW4,22,outoftime,black,brotback,1326,howchessyt,1190
yT8mbSCN,59,resign,white,kons31,1808,arishikesh,1758
PhJyPsgq,91,outoftime,white,vineetg101,1691,arishikesh,1800
i3DADZ6d,53,mate,white,arishikesh,1772,vineetg101,1700
x8Mr5B3I,68,resign,black,vineetg101,1710,arishikesh,1738
NmQjNNrg,68,mate,black,arishikesh,1783,sllallom,1754
QXCrtw6O,33,resign,white,izztupido,2047,arishikesh,1801
Zb4V8MMd,107,resign,white,reis60,1993,arishikesh,1830
mTlaD3dT,88,mate,black,arishikesh,1869,reis60,1987
Dl4Zf3cB,43,mate,white,arishikesh,1796,afiffudin,1832
in0dfYcT,58,outoftime,black,msh58,2010,arishikesh,1653
n4oDD7ZS,95,mate,white,woland52,1904,arishikesh,1653
7B8l869r,92,resign,black,javed-8168,1721,arishikesh,1517
tLdAx5YI,83,mate,white,pastinak,1880,arishikesh,1546
qAuw5XFh,86,resign,black,wolfi57,1481,arishikesh,1386
I9cDWVxv,70,outoftime,black,arishikesh,1500,michimalonco,1652
Us4Vlwn1,45,resign,white,lance5500,2621,killing_knight,1626
WbzEYBW1,22,resign,white,mehdi271,1855,zaeemalam,1500
m8RHBy35,19,resign,white,pinus_sylvestris,2256,zaeemalam,1500
6xsGO2yT,12,resign,white,zaeemalam,1500,jameleddine,2037
NgAiGUBQ,108,resign,black,zaeemalam,1500,zugaddict,2035
osZcCRHB,48,resign,black,zaeemalam,1500,jessehf,2125
kpJMrgVl,31,resign,white,titlekiller,2473,zaeemalam,1500
1ShZ7t8X,52,resign,black,zaeemalam,1500,borbor37,1895
OCsZM7Ot,43,resign,white,kostastop1526,1559,larevanche,1600
5JXwcudQ,49,mate,white,larevanche,1600,kostastop1526,1559
h8w4sQXU,74,resign,black,konstantinru,1663,kostastop1526,1559
gDNfqU2I,116,resign,black,kostastop1526,1559,seciyeli,1615
KkRrLM9Y,64,resign,black,maximvoron85,1473,kostastop1526,1559
lJFKkwue,43,resign,white,kostastop1526,1559,eightx8,1700
IMytGner,81,mate,white,powwow,1603,kostastop1526,1559
qFU9NbYr,83,outoftime,white,kostastop1526,1559,sistla,1738
nruWdR20,39,mate,white,sistla,1738,kostastop1526,1559
LDwSfCg6,100,resign,black,amid99,1541,kostastop1526,1548
wO6rWGLX,27,resign,white,kostastop1526,1548,haribolchik,1659
LRMnfgxU,14,resign,black,manerg,1585,kostastop1526,1548
lL3cz7Mp,206,mate,black,kostastop1526,1548,henryk44,1553
WbnBWN6y,94,mate,black,kostastop1526,1548,zhulec,1620
PRtoI4HG,90,draw,draw,kim2017,1433,kostastop1526,1548
14QZB0TC,69,mate,white,kostastop1526,1548,kim2017,1433
0oNdV2aR,94,resign,black,klenoff,1611,kostastop1526,1548
YhaGBL7M,80,mate,black,kostastop1526,1548,hello17,1604
Y8BmObTm,42,resign,black,kostastop1526,1548,eightx8,1700
LSjNSLPr,128,mate,black,patgarret,1590,kostastop1526,1548
CjPoNdX9,53,resign,white,markozir,1661,kostastop1526,1548
6fxWwyN4,23,resign,white,kostastop1526,1548,eightx8,1700
x7W2K2kD,11,resign,white,knightc,1523,stellanova,1130
6d6dN3s1,62,resign,black,stellanova,1136,knightc,1521
fvGAoCVI,43,resign,white,mpopisb,1443,stellanova,1147
iSMYDEcD,21,resign,white,oxin,1324,stellanova,1133
Eu1zM75i,58,mate,black,stellanova,1133,alfredo1979,1500
F9OblsoZ,56,resign,black,stellanova,1136,grego77,1741
HZlPMPNV,24,mate,black,stellanova,1136,cfvjujy,1564
A1tNZOl2,16,resign,white,cfvjujy,1564,stellanova,1136
v7friJH4,40,resign,black,stellanova,1136,either-or,1500
uIru3wM0,45,resign,white,arseniyz,1429,stellanova,1148
O7DDJ7mc,40,mate,black,stellanova,1162,arseniyz,1425
JAaWulkl,49,resign,white,st3,1711,stellanova,1162
FpXRtyBo,52,mate,black,stellanova,1162,nazmaaziza,1699
sKF3hcjJ,38,resign,black,stellanova,1165,jpvty,1731
982zjIYZ,55,mate,white,hamzasadji,1340,stellanova,1190
6BkpbxxM,33,resign,white,bramikjem,1575,stellanova,1190
dLUlQRvd,73,mate,white,eyupdeniz99,1677,stellanova,1190
h7DjgOV0,12,resign,black,stellanova,1209,hidayetbas,1443
kkewQaQk,83,mate,white,luigilavaccara,1432,stellanova,1209
zoNRxxCo,75,mate,white,danymatt,1172,stellanova,1272
kcc9Fqeg,23,mate,white,bolokurowo,1666,stellanova,1272
y2pxDTMZ,44,resign,black,stellanova,1290,djons,1584
VdU10dbl,20,mate,black,stellanova,1340,audrys,1406
PQnxrZoc,19,resign,white,opabinia2401,1402,theinfinitesimal,1377
OzYw0pn3,41,outoftime,white,mathhopper,1315,theinfinitesimal,1498
W1fKatN0,41,resign,black,bronyaurstomp,1264,jeswalace333,1500
VynmLW6S,31,resign,white,jeswalace333,1500,bronyaurstomp,1264
Po0cIyIG,83,resign,white,el_pesca,1410,azomio,1408
eIheuLOp,21,resign,black,vartrayzer,1376,azomio,1398
zLrhPtL4,53,outoftime,white,mayuare,1206,azomio,1415
Pmnm8jS4,29,resign,white,azomio,1404,sbob,1435
MuCh08iO,73,draw,draw,azomio,1404,nevozmoznoe,1420
j1mc3VfK,57,resign,white,azomio,1392,oalmadiniii,1429
histVQ0Q,29,resign,white,nacabel,1624,azomio,1397
QyHHmota,29,resign,white,jaypom11,1372,azomio,1409
tKVWKyKh,20,resign,black,azomio,1419,blue_beach,1434
wL5yxYVK,61,resign,white,azomio,1410,karanlikyol,1355
yR2PTDVb,63,resign,white,jtfegadel,1539,azomio,1417
ZDAYCcZT,19,resign,white,failedpawn,1522,azomio,1425
Pwrwqwig,27,resign,black,azomio,1438,ziffy,1367
MDnLQ5qk,52,mate,black,kingbus,1337,azomio,1431
G8oeZx3H,42,outoftime,black,azomio,1440,golobolus,1512
kzfylusY,15,resign,white,alco0727,1486,azomio,1450
tF4pHuCW,64,mate,black,gomito7,1398,azomio,1447
0OwAqybh,31,resign,white,msg83,1448,azomio,1458
z0rwdIBl,37,mate,white,azomio,1447,magnusscarlssen,1442
74KsI9SQ,51,resign,white,azomio,1441,yougi,1293
gpy166W9,64,resign,black,azomio,1453,dzaferagic,1397
9KQPRjFj,92,draw,draw,allan_dias,1477,azomio,1452
A8h7IUw2,19,resign,white,azomio,1449,andiyulianto,1456
hutQj4xz,28,mate,black,ashishagg70,1521,azomio,1438
LPyA5g3d,94,resign,white,oneiweaselwith2balls,1437,azomio,1446
wwVeytsX,48,resign,black,azomio,1459,sulyy,1603
EHpjIHDQ,40,resign,black,azomio,1478,mamadoo68,1492
IL9wlOlT,23,resign,white,pdltr,1513,azomio,1488
iyPuQJxx,15,mate,white,azomio,1477,foar,1494
AqJR9M8Z,63,resign,white,polkovnik60,1525,azomio,1486
geGIkIfp,107,resign,white,azomio,1473,catosi,1585
1HVJN7Ks,52,resign,black,hank1066,1567,azomio,1460
pRsOdhl7,29,mate,white,azomio,1452,notnova,1371
wl485jvo,42,resign,black,buffo,1463,azomio,1440
th00uZ7T,33,mate,white,azomio,1431,artilex,1370
8WuB6KGA,46,resign,black,migzaz96,1310,azomio,1424
OEyxIawo,111,resign,white,azomio,1412,ian_ch,1478
0dQXmTab,67,outoftime,white,calvelame,1351,azomio,1424
cS3iJnIh,51,resign,white,azomio,1412,ras4ekrizhka,1472
DUt0cbtx,42,outoftime,black,azomio,1421,bilsdj14,1468
aYEAskk0,126,mate,black,thebiba,1347,azomio,1412
s1Xdv9tt,55,mate,white,shivamsuhane,1199,azomio,1429
6mELPaah,18,resign,black,duckduckfrog,1527,smartduckduckcow,1882
eP09Yv7W,4,mate,black,duckduckfrog,1527,smartduckduckcow,1882
KfuKdhkr,54,mate,black,abolfazl1386,1500,smartduckduckcow,1901
V7a3QIoB,4,mate,black,duckduckfrog,1533,smartduckduckcow,1897
mzWzFRLc,5,mate,white,smartduckduckcow,1894,duckduckfrog,1539
eBQhNVnO,26,mate,black,duckduckfrog,1545,smartduckduckcow,1890
pSa9EQDs,4,mate,black,duckduckfrog,1552,smartduckduckcow,1887
2QfmNLYQ,115,draw,draw,sunwatair57,1923,smartduckduckcow,1887
O0HLH9kd,127,resign,white,hrosik7,2086,aleph6,1689
SEf5z62v,96,outoftime,black,namasayapusher,1606,aleph6,1680
NC8qS0R7,49,resign,white,aleph6,1664,arrabbany,1789
EJDXxac6,31,resign,black,aleph6,1672,elgred,1789
lV2UCevS,52,mate,black,x-meister,1216,aleph6,1670
mt9m7X5R,14,resign,white,aleph6,1667,nietzschess,1371
6kfhys7S,54,mate,black,darko9963,1801,aleph6,1650
bkZKFkin,88,mate,black,aleph6,1658,qxxxx,1802
YiyuzK2U,39,mate,white,aleph6,1656,zeton,1233
ZLqQyNUn,83,resign,black,mohamed1996,1769,aleph6,1640
4lhM1Fh6,41,resign,white,aleph6,1622,magnum7,1865
HWwW7eZK,44,mate,black,heypotz,1350,aleph6,1608
1cRZq25c,51,resign,black,aleph6,1619,hkntgbbrn,1639
FfVscRp0,86,mate,black,aleph6,1625,alpay_o,1822
gGQ2yIwa,81,outoftime,white,inmea5urab1e,1776,aleph6,1632
6GH31jYl,71,resign,white,andrewbutov,1546,aleph6,1647
jARjiart,74,resign,black,aleph6,1648,lespinet,2159
MZ3dfe3G,69,resign,white,aleph6,1635,vvv567,1693
BApv0M0j,44,mate,black,aleph6,1647,nick606,1608
aObWdiv3,45,resign,white,freeua,1673,aleph6,1657
wtFbbIar,76,outoftime,black,aleph6,1665,wismith,1767
8iKQFZH0,44,resign,black,awsms10,1336,aleph6,1662
ZjIIN1vB,84,outoftime,black,aleph6,1669,prakashvaishnavi,1810
5DWvnCqk,111,resign,white,wcd44,1649,aleph6,1681
O6fj4INq,83,outoftime,white,aleph6,1671,csiga13,1630
UfmywmOw,117,outoftime,draw,robbhy,1398,aleph6,1679
20GU2yia,73,resign,white,aleph6,1666,mike7777,1697
uk9jgt5o,74,outoftime,black,aleph6,1670,rasil7,1946
0t9luzBT,63,mate,white,aleph6,1667,squaling,1352
aD5KCudO,18,resign,black,houloux,1199,aleph6,1666
332LB5ln,29,mate,white,igor5z,1580,aleph6,1680
qdpVgB9o,24,resign,black,aleph6,1689,dimitrovgrigor,1735
V2O0j03U,80,resign,black,bigbrother101,1382,cromanoide,1293
YW4NjH05,77,resign,white,bigbrother101,1377,luisalbp,1174
VfRBZ0U0,18,resign,black,batagueiredo,1149,bigbrother101,1372
jkx7Ar4t,28,resign,black,gighellone,1161,bigbrother101,1367
q32I1rA1,11,resign,white,bigbrother101,1361,victorcastillac,1192
hovjFlyO,25,mate,white,bigbrother101,1349,emre4d,1247
OnohBFM0,56,mate,black,bashmachkin,1287,bigbrother101,1339
aAVk2tn7,42,resign,black,killdup,1191,bigbrother101,1335
4FoXl5hy,94,resign,black,bigbrother101,1349,jrnj101,1251
SWhTktxJ,59,mate,white,swarchak,1264,bigbrother101,1370
rRQAxP3Q,95,resign,white,bigbrother101,1363,new2this69,1251
BXhzch2v,44,resign,black,andacassian,1249,bigbrother101,1355
iLmJkp8t,33,resign,white,bigbrother101,1347,maxwellcornet,1245
T9OV7D5a,45,resign,white,tehranno,1272,bigbrother101,1361
kC4TiX8p,110,mate,black,master_vivek,1288,bigbrother101,1352
UEJnPpXc,40,mate,black,bigbrother101,1367,nirmian,1240
svUXpgsE,207,draw,draw,bigbrother101,1371,osalbay,1223
BOJ8n9Jc,9,resign,white,bigbrother101,1364,greentxo,1219
YD3pmTpj,80,mate,black,greentxo,1225,bigbrother101,1357
BHxitwz5,76,resign,black,osalbay,1221,bigbrother101,1350
EI96TnPU,64,resign,white,bigbrother101,1335,coopplayer,1234
rDMdR0QR,16,resign,black,meetbob,1137,bigbrother101,1322
8CskWiCs,45,resign,black,maes10,1293,bigbrother101,1314
QUlYz8ny,92,resign,black,bigbrother101,1327,bezumecvasya,1255
w6XLF62I,22,resign,black,thinkingmantom,1286,bigbrother101,1317
nbnUt8YK,72,resign,black,bigbrother101,1330,robotsmoke,1257
oMLbEnjI,52,resign,black,alish13,1296,bigbrother101,1321
uNlaZO6J,56,mate,black,eleni1234,1313,bigbrother101,1310
X3eoOOLt,88,resign,black,bigbrother101,1311,sathvikk,1245
ZmPqG1jX,62,mate,black,jiggeo,1273,bigbrother101,1301
5TUo3xiy,103,resign,white,pamelaxu,1257,bigbrother101,1314
LHpThC8G,49,mate,white,bigbrother101,1304,buku,1276
QRt22MaG,87,mate,white,bigbrother101,1295,jason_kno,1238
oxftQMFt,190,draw,draw,may12345,1290,bigbrother101,1295
vcyjTeiq,30,resign,white,breno_giannini,1248,bigbrother101,1308
7zsTWoaZ,36,resign,black,bigbrother101,1332,nickstator17,1285
CKFF98ES,56,resign,black,nickstator17,1295,bigbrother101,1322
TREhSdVM,103,outoftime,white,bigbrother101,1316,bira15,1151
gJbv8GSv,21,resign,white,silvinusclisson,1296,bigbrother101,1328
c1mXkpcU,39,resign,black,bigbrother101,1346,lordwattebausch,1114
RshYa79S,36,resign,black,wasabisensei,1722,atchayam,1755
Ob7Aq0mQ,85,resign,white,atchayam,1734,efc1985,1891
rKX2HMWO,45,resign,white,magnussen1,1716,atchayam,1747
g0GK9rnN,81,resign,black,efg001,1720,atchayam,1732
ai7zjhxb,69,mate,white,atchayam,1706,vasiliyperedruk,1949
SzCdCmgL,41,mate,white,atchayam,1695,olafarmin,1573
o8gydUwy,78,outoftime,black,vasiliyperedruk,1952,atchayam,1667
5T7CpHAi,25,resign,white,atchayam,1639,se9905,1911
Ay5ZAGTx,42,mate,black,jeremiasmontenegro,1478,atchayam,1628
RO9X83G1,150,outoftime,black,tonoyanrob7,2150,atchayam,1595
TTMopOAa,43,resign,white,karelust,2166,atchayam,1590
6tbMEnxU,40,resign,white,atchayam,1565,karmaboanil,1729
pY55Q5As,37,resign,white,atchayam,1565,le_mer,1898
ZSUzhRPE,55,outoftime,white,chess-brahs,1950,ya_boy_agent,2212
w7Jan8kW,49,resign,white,chess-brahs,1950,adei,1226
0pTEZ4c0,78,mate,black,chess-brahs,1950,lcf64,1885
3hmhY2QN,29,draw,draw,chess-brahs,1950,hugomazochi,2204
oKdWwqks,65,draw,draw,chess-brahs,1950,responsible_peach,1500
qFAi4678,66,draw,draw,chess-brahs,1950,berkaybahadr,1819
uwEoLEqt,112,draw,draw,chess-brahs,1950,aks_oks,1477
rqAoLyjN,70,draw,draw,chess-brahs,1950,adn_bravo88,1500
XRuQPSzH,50,resign,black,chess-brahs,2036,cdvh,1706
RDWDc6gB,40,resign,black,turkchessboy123,1795,chess-brahs,2036
y2fV8bHp,33,mate,white,chess-brahs,2023,arda2828,1671
6Ew7d4T6,30,mate,black,arda2828,1675,chess-brahs,2008
hYgldZgW,53,mate,white,chess-brahs,1990,arda2828,1678
zPupVDBF,30,draw,draw,chess-brahs,1990,corol,1465
D45GXjvY,11,draw,draw,chess-brahs,1990,msexeter,1756
gB9xoMat,3,draw,draw,chess-brahs,1990,niftyleopard,1779
4h5pgEPz,67,draw,draw,chess-brahs,1990,factionmaster,1447
DaPlAfc1,41,resign,black,bugzzila,1458,chess-brahs,1980
40aPOms3,28,resign,white,chess-brahs,1967,bugzzila,1500
B7pm4CS7,52,resign,white,chess-brahs,1967,swordswiper,1295
CZydGTTM,30,resign,black,tomerari,2102,chess-brahs,1967
N1zn66EI,31,resign,white,dharanidharan,1330,abidazad,1500
CSGLW4o7,11,resign,white,robertt74,2386,dharanidharan,1330
kr73BvBM,38,resign,white,lunadpg97,1487,dharanidharan,1340
STL9g8fq,72,resign,black,dharanidharan,1340,santio,2197
Iq0UWGpT,23,mate,white,dharanidharan,1331,tiseptiko,1159
PHPG70jS,90,resign,black,dharanidharan,1334,umma,1798
MT9LE41S,35,resign,white,mironov55,2052,dharanidharan,1334
Dd6x1Wkh,23,resign,white,marboen,1781,dharanidharan,1336
BHrZfyAS,73,resign,white,amran1996,1458,dharanidharan,1347
CGtBLVgJ,44,resign,black,dharanidharan,1348,tuklaw,2075
enXZXRRb,17,resign,white,dharanidharan,1335,g_novik,1272
VocOgy2l,70,resign,black,dharanidharan,1339,sulaemangozali,1705
68pDsOt9,27,resign,white,vitaminex,1912,dharanidharan,1340
8isWfhZj,32,resign,black,dharanidharan,1342,verikt,1792
y1RCphBl,15,mate,white,selimcivcer,1516,greenphoennix,1500
3vgxevLI,97,resign,white,jg2017,1615,gandalf19771977,1608
2RY4koME,86,mate,black,talk2chandran,1302,jg2017,1611
UGxsXiXy,119,outoftime,white,jg2017,1599,kkh1,1580
hfNQgbLQ,43,resign,white,jeansants,1534,jg2017,1614
FFx3Oo2s,77,resign,black,ben2018,1423,jg2017,1608
aG9ELB04,48,resign,white,jg2017,1586,ramonsantana44,1947
mCXFsQuv,62,resign,black,jg2017,1588,iyad882,1990
WvLEpyz9,129,mate,white,weidmam1976,1667,jg2017,1598
jIrLAYQA,141,mate,white,psyko03,1759,jg2017,1605
5toQPAFi,53,resign,white,capablanca13,2015,jg2017,1608
F52FTrZ0,88,draw,draw,jg2017,1603,jonway,1732
WVhUHNla,100,resign,black,jg2017,1604,lespinet,2215
B23mrd0W,51,resign,black,jg2017,1606,yudi-aja,2074
oexlbJ59,39,resign,white,sktfaker,1783,jg2017,1612
dnKLHC9g,133,mate,white,chess0158,1993,jg2017,1615
RZUWySYc,35,resign,white,dibarro,1949,jg2017,1618
8Kc6OySl,112,draw,draw,jg2017,1619,familybd,1592
Dk0ZITy3,60,mate,black,jg2017,1624,jeandossantos,1839
88MStm8y,21,resign,white,mobin1388,1763,jg2017,1632
5zQzYYyd,41,mate,white,enamorado,1840,jg2017,1613
rpR3zy4T,42,resign,black,jg2017,1623,ozzy555,1655
Jiqldme7,29,mate,white,jg2017,1603,i_dan,1963
rM34hzQg,37,mate,white,profeblanco,1630,jg2017,1614
cElFEqY9,74,resign,black,makelchess,1750,jg2017,1598
0VWAJ7EB,79,resign,white,glay,1786,jg2017,1604
KH9witep,148,resign,black,jg2017,1612,jhonwalter,1715
b2RRPkPn,94,outoftime,black,donpirata,1644,jg2017,1595
vwi5GUIr,108,outoftime,black,jg2017,1606,abekabek,1618
KNaxnYG0,146,mate,black,jg2017,1613,tossinov,1760
HKcgg4Jc,49,resign,white,charlesvilar,2031,jg2017,1615
JQVbPYoc,46,draw,draw,pravbo,1455,jg2017,1620
PZgoClrN,117,resign,white,jg2017,1611,paulo577,1539
VSxAOqh7,52,resign,black,jg2017,1614,laeca53,1924
ERNYL6J1,75,resign,white,romaspro,1953,jg2017,1617
yKq8yUYx,52,resign,black,iggy32,1453,jg2017,1611
dF19pLjH,91,resign,white,jg2017,1599,fede_salas22,1603
XfjmjoC2,73,resign,white,jg2017,1592,pravbo,1457
HnpoARz1,32,resign,black,sansebastian,1436,jg2017,1585
pjRao1DX,45,resign,white,jg2017,1574,vahik2,1489
C8g5smxx,98,resign,white,jg2017,1556,stama,1789
TWFaywnm,32,mate,black,boy_100,1447,jg2017,1548
N8GPjduq,159,outoftime,white,jose63,1364,jg2017,1565
LSkodg6Z,31,mate,white,jg2017,1556,andyfi,1496
lobaNQlZ,61,resign,white,kaushik2389,1687,toan798,1566
LFOzl1lV,107,outoftime,white,toan798,1548,hainkostok728,1605
Iyu5gSbA,85,resign,white,hainkostok728,1596,toan798,1562
Eb9wNRaY,130,outoftime,black,jarassicjock,1523,toan798,1547
zKdS3Xxj,91,mate,white,toan798,1533,vladimir_shindin,1456
puTPMAiw,35,resign,black,toan798,1553,batmanwws,1505
985bDlIL,124,mate,black,batmanwws,1515,toan798,1536
lvEDt5RY,85,resign,black,toan798,1554,v15halkumar,1568
JdgUgLZO,59,resign,white,toan798,1541,felixoxo,1431
5i4ELBQ3,48,draw,draw,jacmar2,1536,toan798,1541
ZWBugUeJ,63,resign,white,madiane,1655,toan798,1556
eI0lWQaO,38,resign,black,vlado-gambit,1562,toan798,1484
QpuVJ2dA,32,mate,black,airph,1503,sabaren,1375
zn1kxwyo,42,resign,black,rodrigocatalunya,1500,airph,1466
bl7rfDyr,22,resign,white,airph,1406,roberbnd,1437
60Z2e8zF,103,mate,white,shortindianboy,1933,jimmy_dude,1779
aJg6U7qE,115,resign,white,conanwong,2188,shortindianboy,1933
PxHAXJSU,67,outoftime,white,thethedde94,1080,fjachess,1600
WdFanGOq,85,outoftime,white,fjachess,1593,saa1367,1434
atnkREKP,46,resign,black,harenko,1434,fjachess,1586
PmuYj53R,46,resign,black,rys3000,1432,fjachess,1579
SnNXDp7R,54,mate,black,blackshelter,1416,fjachess,1571
ewafW26S,96,mate,black,issamssh,1415,fjachess,1564
nTL9nihk,88,resign,black,fjachess,1567,kiba2015,1536
e6ylqedC,54,resign,black,kiba2015,1547,fjachess,1555
xByGrfZi,17,resign,white,fjachess,1545,yiannism,1465
eUeVavKr,39,resign,white,alex-f87,1463,fjachess,1561
q5ZEs0Ew,57,draw,draw,fjachess,1561,thethedde94,1080
4chyzeKD,20,draw,draw,corol,1500,fjachess,1561
T9sEB8Mb,60,resign,black,francesco_super,1547,fjachess,1561
7gnQ4W7h,73,resign,black,francesco_super,1545,fjachess,1561
I4fldAKr,39,resign,white,trainingformasters,2206,generationx,1640
gO6U7TbU,58,mate,black,generationx,1640,sammybag101,1937
zbUv3wpF,34,resign,white,generationx,1640,sammybag101,1937
RatkQppC,50,mate,black,generationx,1640,sammybag101,1937
1aCV5cTU,42,mate,black,generationx,1640,sammybag101,1914
jjG3ILOz,55,mate,white,le_truand,2524,generationx,1640
LY37vPZg,59,mate,white,generationx,1500,hiswag,1418
mBNYTH1k,84,resign,black,prados,1950,superhero098,1960
StUUMxck,29,mate,white,d_mekro,1864,superhero098,1976
khJOZetm,72,resign,white,ranko898,2065,superhero098,1976
8CCBHpef,63,resign,white,cuxhaven,1976,superhero098,1988
MP8TYTbX,141,resign,white,superhero098,1976,cuxhaven,1987
mu5KYglJ,92,mate,black,soosi98,2035,superhero098,1961
2shZQ2X6,64,resign,black,superhero098,1975,wqf7,1908
4qRYXCHX,90,resign,black,zovar,1463,superhero098,1974
XNMbvz8v,70,mate,black,superhero098,1997,miqomanukyan2001,1480
ILxgRGiu,68,resign,black,adenildo,1950,superhero098,1997
c4xul4aH,63,mate,white,emiliooo,2229,superhero098,2002
vpjY6bCl,90,mate,black,egudin1,1216,yersinia,1555
7epR6vQ5,51,resign,white,stergioos,2061,rizos353,1432
2ZxMPaP0,70,resign,black,stergioos,2079,sar7an,2006
VDSopcZb,31,resign,white,teosimeon,1664,stergioos,2107
H7TXRyjW,42,resign,black,stergioos,2125,komgoo,2061
7dyW7S9t,90,resign,black,aszilagyi,2060,stergioos,2111
keZVgiGD,109,outoftime,white,stergioos,2105,dansa,1867
OlLFNrW9,47,resign,white,stergioos,2097,syrikat,1898
I2pXFS2P,64,resign,black,syrikat,1904,stergioos,2089
SuHMpZMi,109,mate,white,iqcao1026,1153,gecekirpik,1120
gXIY20TB,52,mate,black,sarikamis74,1468,romanar2006,1509
vdfwaSUh,75,mate,white,rusoleg1,1904,romanar2006,1509
YemMISHn,50,resign,black,romanar2006,1509,rusoleg1,1904
JTN2v1Hw,105,resign,white,romanar2006,1502,ivan_2009,1361
rOlaRpsu,69,resign,white,thndraksl,1913,romanar2006,1504
MszqM2HI,116,mate,black,romanar2006,1509,amaury-larramona,1738
fQ4D2RZl,41,resign,black,ivan_2009,1369,romanar2006,1502
YpyJ5aC8,44,mate,black,mrchesso1,1454,romanar2006,1493
MEozwK8o,109,mate,white,chenla,1427,romanar2006,1493
XJKX8Ntn,17,mate,white,romanar2006,1493,pilki,1781
5n85XdMR,47,mate,white,chenla,1427,romanar2006,1493
PKgndYZq,20,resign,black,romanar2006,1493,pilki,1781
UnmBEhV1,15,resign,white,romanar2006,1493,chenla,1427
GWmNJJX8,45,resign,white,pilki,1781,romanar2006,1493
QCIIrbqK,45,resign,white,pilki,1781,romanar2006,1493
pYS9onrM,46,resign,black,menzur,1498,romanar2006,1482
vqp6VIDL,77,resign,white,eruptor,1461,romanar2006,1493
yTmsYmAv,43,resign,white,sabr1998,1638,romanar2006,1500
tvAeaZEL,81,outoftime,white,romanar2006,1488,ezzdinus,1527
PeK0Ckho,139,mate,white,aniamai,1501,romanar2006,1498
OrFK4oYB,54,mate,black,rehcsif6rehcsif,1547,romanar2006,1486
dij5GBNh,60,mate,black,romanar2006,1492,galih88,1658
ivQJeein,36,resign,black,romanar2006,1500,pale-blue-dot,1605
bfM2Gjyo,87,resign,white,marlon6109,1753,vlad778,1723
NnA97GO2,135,mate,white,marlon6109,1746,ali_rahimi88,1256
3kAoaRSW,76,draw,draw,chudoyudo,1800,marlon6109,1738
pylapHm1,140,draw,draw,agr_ymb,1686,marlon6109,1747
